School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Primary Icon,Updated Latitude,Updated Longitude
Western Washington University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bellingham, WA",www.wwu.edu/,www.wwuvikings.com,2_2.favicon.ico,48.7544012,-122.4788361
Seattle University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Research Universities,"Seattle, WA",www.goseattleu.com,www.seattleu.edu/,3_3.favicon.ico,47.6038321,-122.3300624
Saint Martin's University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lacey, WA",www.smusaints.com,www.stmartin.edu/,4_4.site.png,47.0263876,-122.8072257
Pacific Lutheran University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Tacoma, WA",www.golutes.com,www.plu.edu/,5_5.favicon.ico,47.2495798,-122.4398746
University of Puget Sound,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Tacoma, WA",www.loggerathletics.com,www.pugetsound.edu,6_6.favicon-194x194.png,47.2495798,-122.4398746
Seattle Pacific University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Research Universities,"Seattle, WA",www.spu.edu,www.spufalcons.com,7_7.favicon.ico,47.6038321,-122.3300624
Whitworth University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Spokane, WA",www.whitworth.edu/,www.whitworthpirates.com,8_8.thumbnail_default.jpg,47.6579425,-117.4212265
Gonzaga University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Spokane, WA",www.gonzaga.edu,www.gozags.com,9_9.site.png,47.6579425,-117.4212265
Washington State University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Pullman, WA",www.wsu.edu,www.wsucougars.com,10_10.site.png,46.7304268,-117.173895
Eastern Washington University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cheney, WA",goeags.com,www.ewu.edu/,11_11.favicon.ico,47.4873895,-117.5757676
University of Idaho,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Moscow, ID",www.govandals.com,www.uidaho.edu/,12_12.site.png,46.7323875,-117.0001651
Central Washington University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ellensburg, WA",cwu.edu,wildcatsports.com,13_13.favicon.ico,46.9970635,-120.5451223
Concordia University Portland,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Research Universities,"Portland, OR",www.cu-portland.edu,www.gocugo.com,,45.5202471,-122.6741949
University of Portland,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Portland, OR",www.portlandpilots.com,www.up.edu/,15_15.favicon.ico,45.5202471,-122.6741949
Pacific University (Oregon),Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Research Universities,"Forest Grove, OR",goboxers.com,www.pacificu.edu/,16_16.site.png,45.5197452,-123.1114405
Linfield College,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"McMinnville, OR",www.linfield.edu,www.linfield.edu/sports,17_17.site.png,45.2100367,-123.194463
George Fox University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Research Universities,"Newberg, OR",www.georgefox.edu,www.gfubruins.com,18_18.thumbnail_default.jpg,45.300596,-122.9725418
Oregon State University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Corvallis, OR",www.oregonstate.edu/,www.osubeavers.com,19_19.site.png,44.5645659,-123.2620435
Western Oregon University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Monmouth, OR",www.wou.edu,www.wouwolves.com,20_20.favicon.ico,44.8486414,-123.2290777
Willamette University,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Salem, OR",willamette.prestosports.com/landing/index,www.willamette.edu/,21_21.thumbnail_default.jpg,44.9391565,-123.033121
University of Oregon,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Eugene, OR",www.goducks.com,www.uoregon.edu,22_22.site.png,44.0505054,-123.0950506
Whitman College,Division III,Division III,Non-DI,Active Member,Northwest Conference,Northwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Walla Walla, WA",www.whitman.edu,www.whitman.edu/content/athletics/welcome/,23_23.apple-touch-icon.png,46.0667277,-118.3393456
University of Montana,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Missoula, MT",www.gogriz.com,www.umt.edu/,24_24.site.png,46.8701049,-113.9952672
Boise State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Boise, ID",www.boisestate.edu,www.broncosports.com,25_25.favicon.ico,43.6166163,-116.200886
Northwest Nazarene University,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Nampa, ID",nnusports.com,www.nnu.edu,26_26.favicon.ico,43.5737361,-116.5596313
Montana State University Billings,Division II,Division II,Non-DI,Active Member,Great Northwest Athletic Conference,Great Northwest Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Billings, MT",www.msubillings.edu,www.msubsports.com,27_27.favicon.ico,45.7874957,-108.49607
Montana State University-Bozeman,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Bozeman, MT",www.montana.edu/,www.msubobcats.com,28_28.site.png,45.6794293,-111.0440474
Idaho State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Pocatello, ID",www.isu.edu,www.isubengals.com,29_29.site.png,42.8688613,-112.4401098
University of Utah,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Salt Lake City, UT",utahutes.cstv.com/,www.utah.edu/,,40.7596198,-111.8867975
South Dakota School of Mines & Technology,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Special Focus Schools,"Rapid City, SD",gorockers.com,www.sdmines.sdsmt.edu/sdsmt,31_31.site.png,44.081176,-103.228006
Black Hills State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Spearfish, SD",www.bhsu.edu,www.bhsuathletics.com/landing/index,32_32.favicon.ico,44.490817,-103.85937
Chadron State College,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Chadron, NE",www.chadroneagles.com,www.csc.edu/,33_33.favicon.ico,42.8309807,-103.0003729
University of Wyoming,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Laramie, WY",www.gowyo.com,www.uwyo.edu,34_34.site.png,41.311367,-105.591101
University of Northern Colorado,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Greeley, CO",www.uncbears.com,www.unco.edu,35_35.site.png,40.4233142,-104.7091322
Metropolitan State University of Denver,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Denver, CO",www.msudenver.edu,www.roadrunnersathletics.com,36_36.favicon.ico,39.7392364,-104.9848623
"University of Colorado, Boulder",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Boulder, CO",www.colorado.edu/,www.cubuffs.com/,37_37.favicon.ico,40.0149856,-105.2705456
University of Denver,Division I,Division I,DI Subdivision,Active Member,The Summit League,The Summit League,Non-HBCU,Private,Research Universities,"Denver, CO",denverpioneers.com/,www.du.edu,38_38.site.png,39.7392364,-104.9848623
Western Colorado University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Gunnison, CO",www.gomountaineers.com,www.western.edu,39_39.site.png,38.6476702,-107.0603126
Colorado State University-Pueblo,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Pueblo, CO",gothunderwolves.com,www.csupueblo.edu,40_40.site.png,38.2544472,-104.609141
Colorado School of Mines,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Research Universities,"Golden, CO",www.csmorediggers.com/landing/index,www.mines.edu,41_41.favicon.ico,39.755543,-105.2210997
U.S. Air Force Academy,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Baccalaureate Colleges,"USAF Academy, CO",www.goairforcefalcons.com/,www.usafa.edu,42_42.favicon.ico,38.77406895,-104.30153449109022
Colorado College,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Colorado Springs, CO",www.cctigers.com,www.coloradocollege.edu/,43_43.favicon.ico,38.8339578,-104.8253485
Adams State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Alamosa, CO",www.adams.edu,www.asugrizzlies.com,44_44.site.png,37.5780995,-105.7890452
Utah Valley University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Orem, UT",www.uvu.edu,www.wolverinegreen.com,45_45.site.png,40.2971825,-111.694943
Westminster College (Utah),Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Salt Lake City, UT",www.westminstercollege.edu,www.westminstergriffins.com,46_46.site.png,40.7596198,-111.8867975
Weber State University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ogden, UT",www.weber.edu,www.weberstatesports.com/,47_47.site.png,41.2230048,-111.9738429
Utah State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Logan, UT",utahstateaggies.com,www.usu.edu/,48_48.site.png,41.7313447,-111.8348631
"University of Nevada, Reno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Reno, NV",www.nevadawolfpack.com,www.unr.edu,49_49.site.png,39.5261206,-119.8126581
"California State University, Chico",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Chico, CA",www.chicowildcats.com,www.csuchico.edu,50_50.favicon.ico,39.7284945,-121.8374777
Humboldt State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Arcata, CA",www.hsulumberjacks.com,www.humboldt.edu,51_51.site.png,40.866517,-124.08284
Sonoma State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Rohnert Park, CA",www.sonoma.edu/,www.sonomaseawolves.com,52_52.site.png,38.3396367,-122.7010984
"California State University, East Bay",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Hayward, CA",www.csueastbay.edu,www.eastbaypioneers.com,53_53.site.png,37.6688205,-122.0807964
Dominican University of California,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Rafael, CA",www.dominican.edu,www.dominicanathletics.com,54_54.favicon.ico,37.9735346,-122.5310874
"University of California, Berkeley",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Berkeley, CA",www.berkeley.edu,www.calbears.com,55_55.site.png,37.8708393,-122.2728639
Colorado Mesa University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Grand Junction, CO",www.cmumavericks.com,www.coloradomesa.edu,56_56.favicon.ico,39.063956,-108.5507317
"California State University, Monterey Bay",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Seaside, CA",www.csumb.edu,www.otterathletics.com,57_57.favicon.ico,36.62593,-121.8169383456945
Stanford University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Stanford, CA",www.gostanford.com,www.stanford.edu,58_58.favicon.ico,37.426540700000004,-122.17029258409187
Notre Dame de Namur University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Belmont, CA",www.ndnu.edu/,www.ndnuargos.com,59_59.favicon.ico,37.5202145,-122.2758008
Saint Mary's College of California,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Moraga, CA",www.SMCGaels.com,www.stmarys-ca.edu/,60_60.site.png,37.834897,-122.12883
Academy of Art University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Francisco, CA",www.academyart.edu,www.artuathletics.com,61_61.favicon.ico,37.7790262,-122.4199061
San Francisco State University,Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Francisco, CA",sfstategators.com,www.sfsu.edu/,62_62.site.png,37.7790262,-122.4199061
"University of California, Santa Cruz",Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"Santa Cruz, CA",www.goslugs.com/,www.ucsc.edu/,63_63.thumbnail_default.jpg,37.050096,-121.9905908
Santa Clara University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Santa Clara, CA",www.santaclarabroncos.com,www.scu.edu,64_64.thumbnail_default.jpg,37.2333253,-121.6846349
"California State University, Stanislaus",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Turlock, CA",www.csustan.edu,www.warriorathletics.com,65_65.site.png,37.4946568,-120.8465941
University of the Pacific,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Stockton, CA",www.pacific.edu/,www.pacifictigers.com,66_66.site.png,37.9577016,-121.2907796
"California State University, Sacramento",Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Sacramento, CA",www.csus.edu,www.hornetsports.com,67_67.thumbnail_default.jpg,38.5815719,-121.4943996
"University of California, Davis",Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Davis, CA",www.ucdavis.edu,www.ucdavisaggies.com,68_68.favicon.ico,38.545379,-121.7445835
"California State University, Fresno",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Fresno, CA",www.csufresno.edu,www.gobulldogs.com,69_69.site.png,36.7394421,-119.7848307
Fresno Pacific University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fresno, CA",fpuathletics.com/,www.fresno.edu,70_70.site.png,36.7394421,-119.7848307
"California State University, Bakersfield",Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Bakersfield, CA",www.csub.edu,www.gorunners.com,71_71.site.png,35.3738712,-119.0194639
"University of California, Santa Barbara",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Santa Barbara, CA",ucsbgauchos.com,www.ucsb.edu,72_72.thumbnail_default.jpg,34.4221319,-119.7026673
California Polytechnic State University,Division I,Division I,DI FCS,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Luis Obispo, CA",gopoly.com,www.calpoly.edu,73_73.site.png,35.3540209,-120.3757163
California Lutheran University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Thousand Oaks, CA",www.callutheran.edu,www.clusports.com,74_74.thumbnail_default.jpg,34.17142715,-118.91058772974445
"California State University, Northridge",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Northridge, CA",www.GoMatadors.com,www.csun.edu,75_75.favicon.ico,34.2345615,-118.5369316
Loyola Marymount University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.LMULions.com,www.lmu.edu,76_76.favicon.ico,34.0536909,-118.2427666
University of Southern California,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Private,Research Universities,"Los Angeles, CA",www.usc.edu/,www.usctrojans.com,77_77.favicon.ico,34.0536909,-118.2427666
"University of California, Los Angeles",Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Los Angeles, CA",www.ucla.edu,www.uclabruins.com,78_78.site.png,34.0536909,-118.2427666
"California State University, Los Angeles",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Los Angeles, CA",www.calstatela.edu,www.calstatelaathletics.com,79_79.site.png,34.0536909,-118.2427666
Biola University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Research Universities,"La Mirada, CA",athletics.biola.edu/,www.biola.edu/,80_80.site.png,33.9060971,-118.0107092
Claremont McKenna-Harvey Mudd-Scripps Colleges,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Claremont, CA",www.claremontmckenna.edu,www.cmsathletics.org,81_81.thumbnail_default.jpg,34.0966764,-117.7197785
Long Beach State University,Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Master's Colleges & Universities,"Long Beach, CA",longbeachstate.com,www.csulb.edu,82_82.favicon.ico,33.7690164,-118.1916048
"California State Polytechnic University, Pomona",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Pomona, CA",www.broncoathletics.com,www.cpp.edu,83_83.favicon.ico,34.0553813,-117.7517496
"California State University, Dominguez Hills",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Carson, CA",www.csudh.edu,www.gotoros.com,84_84.site.png,33.8322043,-118.2517547
Pepperdine University,Division I,Division I,DI Subdivision,Active Member,West Coast Conference,West Coast Conference,Non-HBCU,Private,Research Universities,"Malibu, CA",www.pepperdine.edu/,www.pepperdinesports.com,85_85.site.png,34.035591,-118.689423
Occidental College,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Los Angeles, CA",www.oxy.edu,www.oxyathletics.com,86_86.favicon-194x194.png,34.0536909,-118.2427666
California Institute of Technology,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Pasadena, CA",www.caltech.edu,www.gocaltech.com,87_87.thumbnail_default.jpg,34.1476452,-118.1444779
Azusa Pacific University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Research Universities,"Azusa, CA",www.apu.edu,www.apu.edu/athletics,88_88.favicon.ico,34.1338751,-117.9056046
Concordia University Irvine,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"Irvine, CA",www.cui.edu,www.cuieagles.com,89_89.favicon.ico,33.6856969,-117.8259819
California Baptist University,Division II,Division II,Non-DI,II Reclassifying to I (B20.5.2.1),Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Riverside, CA",www.calbaptist.edu,www.cbulancers.com,90_90.site.png,33.9533546,-117.3961623
Chapman University,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Research Universities,"Orange, CA",www.chapman.edu,www.chapmanathletics.com,91_91.thumbnail_default.jpg,33.7500378,-117.8704931
"California State University, San Bernardino",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Bernardino, CA",www.csusb.edu,www.csusbathletics.com,92_92.site.png,34.8253019,-116.0833144
"University of California, Riverside",Division I,Division I,DI Subdivision,Active Member,Big West Conference,Big West Conference,Non-HBCU,Public,Research Universities,"Riverside, CA",www.gohighlanders.com/,www.ucr.edu,93_93.favicon.ico,33.9533546,-117.3961623
University of Redlands,Division III,Division III,Non-DI,Active Member,Southern California Intercollegiate Athletic Conf.,Southern California Intercollegiate Athletic Conf.,Non-HBCU,Private,Master's Colleges & Universities,"Redlands, CA",www.goredlands.com,www.redlands.edu,94_94.thumbnail_default.jpg,34.055735,-117.1888961
"University of California, San Diego",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Research Universities,"La Jolla, CA",www.ucsd.edu,www.ucsdtritons.com,95_95.site.png,32.83259,-117.2716839
Point Loma Nazarene University,Division II,Division II,Non-DI,Active Member,Pacific West Conference,Pacific West Conference,Non-HBCU,Private,Master's Colleges & Universities,"San Diego, CA",www.plnusealions.com,www.pointloma.edu,96_96.site.png,32.7174209,-117.1627714
"California State University, San Marcos",Division II,Division II,Non-DI,Active Member,California Collegiate Athletic Association,California Collegiate Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"San Marcos, CA",csusmcougars.com,www.csusm.edu,97_97.favicon.ico,33.1433723,-117.1661449
San Diego State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"San Diego, CA",www.goaztecs.com,www.sdsu.edu/,98_98.site.png,32.7174209,-117.1627714
"University of Nevada, Las Vegas",Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Las Vegas, NV",www.unlv.edu,www.unlvrebels.com,99_99.site.png,36.1672559,-115.1485163
Southern Utah University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cedar City, UT",www.suu.edu,www.suutbirds.com,100_100.site.png,37.6774238,-113.0618277
Dixie State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"St. George, UT",www.dixie.edu,www.dixieathletics.com,101_101.favicon.ico,37.104153,-113.5841313
Fort Lewis College,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Durango, CO",www.fortlewis.edu,www.goskyhawks.com,102_102.favicon.ico,37.2713951,-107.8815978
Northern Arizona University,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Flagstaff, AZ",www.nau.edu,www.nauathletics.com,103_103.site.png,35.1987522,-111.6518229
Grand Canyon University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Research Universities,"Phoenix, AZ",www.gcu.edu/,www.gculopes.com,104_104.site.png,33.4484367,-112.0741417
Arizona State University,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Tempe, AZ",asu.edu,www.thesundevils.com/,105_105.site.png,33.4255056,-111.9400125
University of Arizona,Division I,Division I,DI FBS,Active Member,Pac-12 Conference,Pac-12 Conference,Non-HBCU,Public,Research Universities,"Tucson, AZ",www.arizona.edu,www.arizonawildcats.com,106_106.favicon.ico,32.2228765,-110.9748477
Dixie State University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"St. George, UT",www.dixie.edu,www.dixieathletics.com,107_107.favicon.ico,37.104153,-113.5841313
Grand Canyon University,Division I,Division I,DI Subdivision,Active Member,Western Athletic Conference,Western Athletic Conference,Non-HBCU,Private,Research Universities,"Phoenix, AZ",www.gcu.edu/,www.gculopes.com,108_108.site.png,33.4484367,-112.0741417
"University of Colorado, Colorado Springs",Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Research Universities,"Colorado Springs, CO",www.gomountainlions.com,www.uccs.edu,109_109.site.png,38.8339578,-104.8253485
Colorado Mesa University,Division II,Division II,Non-DI,Active Member,Rocky Mountain Athletic Conference,Rocky Mountain Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Grand Junction, CO",www.cmumavericks.com,www.coloradomesa.edu,110_110.favicon.ico,39.063956,-108.5507317
Colorado State University,Division I,Division I,DI FBS,Active Member,Mountain West Conference,Mountain West Conference,Non-HBCU,Public,Research Universities,"Fort Collins, CO",www.colostate.edu,www.csurams.com,111_111.favicon.ico,40.5508527,-105.0668085
University of Northern Colorado,Division I,Division I,DI FCS,Active Member,Big Sky Conference,Big Sky Conference,Non-HBCU,Public,Research Universities,"Greeley, CO",www.uncbears.com,www.unco.edu,112_112.site.png,40.4233142,-104.7091322
