LeTourneau University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Longview, TX",www.letu.edu,www.letuathletics.com,145_145.site.png
East Texas Baptist University,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Marshall, TX",www.etbu.edu,www.goetbutigers.com,146_146.site.png
McNeese State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Lake Charles, LA",www.mcneese.edu/,www.mcneesesports.com,147_147.favicon.ico
University of Texas at Arlington,Division I,Division I,DI Subdivision,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Arlington, TX",www.uta.edu,www.utamavs.com,148_148.site.png
University of Texas at Dallas,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Public,Research Universities,"Richardson, TX",utdcomets.com,www.utdallas.edu/,150_150.site.png
University of North Texas,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"Denton, TX",www.meangreensports.com,www.unt.edu,151_151.site.png
Tarleton State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Stephenville, TX",tarletonsports.com,www.tarleton.edu/,152_152.favicon.ico
Southeastern Oklahoma State University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Durant, OK",www.gosoutheastern.com,www.se.edu,153_153.site.png
Texas A&M University-Commerce,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Research Universities,"Commerce, TX",www.lionathletics.com,www.tamuc.edu,155_155.favicon.ico
Midwestern State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Wichita Falls, TX",msumustangs.com,www.mwsu.edu/,156_156.site.png
Lubbock Christian University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lubbock, TX",www.lcu.edu,www.lcuchaps.com,157_157.favicon.ico
West Texas A&M University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Canyon, TX",www.gobuffsgo.com,www.wtamu.edu,158_158.favicon.ico
Texas Tech University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Lubbock, TX",www.texastech.com/,www.ttu.edu/,159_159.favicon.ico
University of Texas of the Permian Basin,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Odessa, TX",www.utpb.edu/,www.utpbfalcons.com,160_160.favicon.ico
Abilene Christian University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Private,Master's Colleges & Universities,"Abilene, TX",www.acu.edu,www.acusports.com,161_161.favicon.ico
Sam Houston State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Huntsville, TX",www.gobearkats.com,www.shsu.edu/,162_162.site.png
Texas Southern University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Research Universities,"Houston, TX",www.tsu.edu/,www.tsusports.com,163_163.site.png
Southwestern University (Texas),Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Georgetown, TX",www.southwestern.edu,www.southwesternpirates.com,165_165.apple-touch-icon-180x180.png
Angelo State University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"San Angelo, TX",www.angelo.edu,www.angelosports.com,166_166.site.png
University of Mary Hardin-Baylor,Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Master's Colleges & Universities,"Belton, TX",www.umhb.edu,www.umhb.edu/athletics,167_167.site.png
Baylor University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Private,Research Universities,"Waco, TX",www.BaylorBears.com,www.baylor.edu,168_168.site.png
Florida Gulf Coast University,Division I,Division I,DI Subdivision,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Public,Master's Colleges & Universities,"Fort Myers, FL",www.fgcu.edu,www.fgcuathletics.com,169_169.favicon.ico
Southern Arkansas University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Magnolia, AR",www.muleriderathletics.com,www.saumag.edu,170_170.site.png
Cameron University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Master's Colleges & Universities,"Lawton, OK",cameronaggies.com,www.cameron.edu,171_171.favicon.ico
Belmont University,Division I,Division I,DI Subdivision,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Private,Research Universities,"Nashville, TN",www.belmont.edu,www.belmontbruins.com,173_173.apple-touch-icon-180x180.png
University of the Ozarks (Arkansas),Division III,Division III,Non-DI,Active Member,American Southwest Conference,American Southwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Clarksville, AR",www.ozarks.edu/,www.uofoathletics.com/landing/index,174_174.favicon-194x194.png
"University of Arkansas, Fort Smith",Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Public,Baccalaureate Colleges,"Fort Smith, AR",www.uafortsmithlions.com,www.uafs.edu/Home/Index,175_175.favicon-194x194.png
Northeastern State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Tahlequah, OK",www.goriverhawksgo.com,www.nsuok.edu,176_176.site.png
Rogers State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Baccalaureate Colleges,"Claremore, OK",www.rsu.edu,www.rsuhillcats.com,177_177.site.png
The University of Tulsa,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Private,Research Universities,"Tulsa, OK",www.tulsahurricane.com,www.utulsa.edu/,178_178.favicon.ico
Oral Roberts University,Division I,Division I,DI Subdivision,Active Member,The Summit League,The Summit League,Non-HBCU,Private,Baccalaureate Colleges,"Tulsa, OK",www.oru.edu/,www.oruathletics.com,179_179.favicon.ico
University of Central Oklahoma,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Edmond, OK",www.bronchosports.com,www.uco.edu,180_180.site.png
University of Oklahoma,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Norman, OK",soonersports.com,www.ou.edu,181_181.favicon.ico
Southern Nazarene University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Private,Master's Colleges & Universities,"Bethany, OK",snuathletics.com,www.snu.edu,182_182.favicon.ico
Oklahoma Baptist University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Private,Baccalaureate Colleges,"Shawnee, OK",www.obubison.com,www.okbu.edu,183_183.site.png
East Central University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Ada, OK",ecutigers.com/,www.ecok.edu,184_184.favicon.ico
Oklahoma Christian University,Division II,Division II,Non-DI,Active Member,Lone Star Conference,Lone Star Conference,Non-HBCU,Private,Master's Colleges & Universities,"Edmond, OK",www.oc.edu,www.oceagles.com,185_185.site.png
Southwestern Oklahoma State University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Weatherford, OK",www.swosu.edu/,www.swosuathletics.com,186_186.site.png
Northwestern Oklahoma State University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Alva, OK",www.nwosu.edu,www.riderangersride.com,187_187.favicon.ico
Newman University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Private,Master's Colleges & Universities,"Wichita, KS",www.newmanjets.com,www.newmanu.edu,188_188.site.png
Wichita State University,Division I,Division I,DI Subdivision,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Wichita, KS",www.goshockers.com,www.wichita.edu,189_189.site.png
Emporia State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Emporia, KS",www.emporia.edu,www.esuhornets.com/,190_190.site.png
University of Kansas,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Lawrence, KS",www.ku.edu,www.kuathletics.com,191_191.apple-touch-icon.png
Kansas State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Manhattan, KS",www.k-state.edu/,www.kstatesports.com,192_192.favicon.ico
Oklahoma State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Stillwater, OK",www.okstate.com,www.okstate.edu,193_193.site.png
Pittsburg State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Pittsburg, KS",www.pittstate.edu,www.pittstategorillas.com,194_194.site.png
Fort Hays State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Hays, KS",www.fhsu.edu,www.fhsuathletics.com,195_195.site.png
"University of Nebraska, Lincoln",Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Lincoln, NE",www.huskers.com,www.unl.edu,196_196.site.png
University of Nebraska at Kearney,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Kearney, NE",www.lopers.com,www.unk.edu/,197_197.site.png
Wayne State College (Nebraska),Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Wayne, NE",www.wsc.edu/,www.wscwildcats.com/,198_198.favicon.ico
University of South Dakota,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Vermillion, SD",www.goyotes.com,www.usd.edu,199_199.favicon.ico
University of Sioux Falls,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Sioux Falls, SD",www.usfcougars.com,www.usiouxfalls.edu,200_200.site.png
South Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Brookings, SD",www.gojacks.com,www.sdstate.edu,201_201.site.png
University of Mary,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Research Universities,"Bismarck, ND",www.goumary.com,www.umary.edu/,202_202.site.png
Minot State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Minot, ND",www.minotstateu.edu,www.msubeavers.com,203_203.favicon.ico
University of North Dakota,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Grand Forks, ND",www.und.edu/,www.undsports.com,204_204.favicon.ico
North Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Fargo, ND",www.GoBison.com,www.ndsu.edu/,205_205.favicon.ico
"University of Minnesota, Crookston",Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Crookston, MN",www.goldeneaglesports.com/,www.umcrookston.edu,206_206.site.png
Northern State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Aberdeen, SD",nsuwolves.com,www.northern.edu,208_208.site.png
Washburn University of Topeka,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Research Universities,"Topeka, KS",www.WUSports.com,www.washburn.edu,209_209.site.png
Alabama A&M University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Normal, AL",www.aamu.edu,www.aamusports.com/,210_210.favicon.ico
Tulane University,Division I,Division I,DI FBS,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Private,Research Universities,"New Orleans, LA",www.tulane.edu,www.tulanegreenwave.com/index-main.html,211_211.favicon.ico
University of New Orleans,Division I,Division I,DI Subdivision,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"New Orleans, LA",www.uno.edu,www.unoprivateers.com,212_212.site.png
Louisiana State University,Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Baton Rouge, LA",www.lsu.edu,www.lsusports.net,213_213.favicon.ico
Nicholls State University,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Master's Colleges & Universities,"Thibodaux, LA",www.geauxcolonels.com,www.nicholls.edu/,214_214.site.png
"Southern University, Baton Rouge",Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Baton Rouge, LA",www.gojagsports.com,www.subr.edu,215_215.site.png
Alcorn State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Alcorn State, MS",www.alcorn.edu,www.alcornsports.com,216_216.site.png
University of Louisiana Monroe,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Monroe, LA",www.ulm.edu,www.ulmwarhawks.com,217_217.favicon.ico
Grambling State University,Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Grambling, LA",www.gram.edu,www.gsutigers.com,218_218.favicon.ico
"University of Arkansas, Monticello",Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Monticello, AR",www.uamont.edu,www.uamsports.com,219_219.site.png
"University of Arkansas, Pine Bluff",Division I,Division I,DI FCS,Active Member,Southwestern Athletic Conf.,Southwestern Athletic Conf.,HBCU,Public,Baccalaureate Colleges,"Pine Bluff, AR",www.uapb.edu,www.uapblionsroar.com,220_220.site.png
Harding University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Private,Research Universities,"Searcy, AR",www.harding.edu,www.hardingsports.com,221_221.favicon.ico
University of Central Arkansas,Division I,Division I,DI FCS,Active Member,Southland Conference,Southland Conference,Non-HBCU,Public,Research Universities,"Conway, AR",www.uca.edu,www.ucasports.com,222_222.site.png
University of Arkansas at Little Rock,Division I,Division I,DI Subdivision,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Little Rock, AR",www.ualr.edu,www.ualr.edu/athletics/home.html,
Hendrix College,Division III,Division III,Non-DI,Active Member,Southern Athletic Association,Southern Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Conway, AR",www.hendrix.edu,www.hendrixwarriors.com,224_224.favicon.ico
Ouachita Baptist University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Private,Baccalaureate Colleges,"ARKADELPHIA, AR",www.obu.edu,www.obutigers.com,225_225.site.png
Arkansas Tech University,Division II,Division II,Non-DI,Active Member,Great American Conference,Great American Conference,Non-HBCU,Public,Master's Colleges & Universities,"Russellville, AR",arkansastechsports.com/,www.atu.edu,226_226.site.png
"University of Arkansas, Fayetteville",Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Fayetteville, AR",www.arkansasrazorbacks.com,www.uark.edu,227_227.favicon.ico
Arkansas State University,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"State University, AR",www.astate.edu,www.astateredwolves.com,228_228.favicon.ico
Christian Brothers University,Division II,Division II,Non-DI,Active Member,Gulf South Conference,Gulf South Conference,Non-HBCU,Private,Master's Colleges & Universities,"Memphis, TN",www.CBUBucs.com,www.cbu.edu,229_229.favicon.ico
University of Louisiana at Lafayette,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Lafayette, LA",www.louisiana.edu/,www.ragincajuns.com,230_230.site.png
Southwest Baptist University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Bolivar, MO",www.sbubearcats.com,www.sbuniv.edu/,231_231.site.png
Missouri State University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Research Universities,"Springfield, MO",www.missouristate.edu,www.missouristatebears.com,232_232.site.png
Drury University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Master's Colleges & Universities,"Springfield, MO",www.drury.edu,www.drurypanthers.com/,233_233.favicon.ico
Lincoln University (Missouri),Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,HBCU,Public,Baccalaureate Colleges,"Jefferson City, MO",www.lincolnu.edu/,www.lubluetigers.com,234_234.favicon.ico
"University of Missouri, Columbia",Division I,Division I,DI FBS,Active Member,Southeastern Conference,Southeastern Conference,Non-HBCU,Public,Research Universities,"Columbia, MO",www.missouri.edu,www.mutigers.com,235_235.site.png
Missouri University of Science and Technology,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Research Universities,"Rolla, MO",www.minerathletics.com,www.mst.edu,236_236.favicon.ico
University of Richmond,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Baccalaureate Colleges,"Richmond, VA",www.RichmondSpiders.com/,www.richmond.edu/,237_237.favicon.ico
Cedarville University,Division II,Division II,Non-DI,Active Member,Great Midwest Athletic Conference,Great Midwest Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Cedarville, OH",www.cedarville.edu,www.yellowjackets.cedarville.edu,238_238.favicon-196x196.png
Virginia Wesleyan University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Virginia Beach, VA",vwcathletics.com/landing/index,www.vwc.edu/,239_239.site.png
University of Central Missouri,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Warrensburg, MO",www.ucmo.edu,www.ucmo.edu/athletic,241_241.favicon.ico
Towson University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Towson, MD",www.towson.edu,www.towsontigers.com,242_242.favicon.ico
Missouri Western State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"St. Joseph, MO",www.gogriffons.com,www.missouriwestern.edu,243_243.favicon.ico
Alvernia University,Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conferences,Non-HBCU,Private,Master's Colleges & Universities,"Reading, PA",athletics.alvernia.edu,www.alvernia.edu,245_245.favicon.ico
University of Illinois Urbana-Champaign,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Champaign, IL",www.fightingillini.com,www.illinois.edu,246_246.site.png
University of Illinois at Springfield,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Springfield, IL",www.uis.edu,www.uisprairiestars.com,247_247.favicon.ico
Truman State University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Kirksville, MO",www.truman.edu/,www.trumanbulldogs.com,248_248.site.png
Eastern Kentucky University,Division I,Division I,DI FCS,Active Member,Ohio Valley Conference,Ohio Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Richmond, KY",www.eku.edu,www.ekusports.com,249_249.site.png
Quincy University,Division II,Division II,Non-DI,Active Member,Great Lakes Valley Conference,Great Lakes Valley Conference,Non-HBCU,Private,Baccalaureate Colleges,"Quincy, IL",quhawks.com,www.quincy.edu/,250_250.favicon.ico
University of Nebraska Omaha,Division I,Division I,DI Subdivision,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Omaha, NE",www.omavs.com,www.unomaha.edu/,251_251.site.png
Drake University,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Private,Research Universities,"Des Moines, IA",www.drake.edu,www.godrakebulldogs.com,252_252.favicon.ico
Creighton University,Division I,Division I,DI Subdivision,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Research Universities,"Omaha, NE",www.creighton.edu,www.gocreighton.com,253_253.favicon.ico
University of Northern Iowa,Division I,Division I,DI FCS,Active Member,Missouri Valley Conference,Missouri Valley Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cedar Falls, IA",www.uni.edu/,www.unipanthers.com,254_254.site.png
Iowa Wesleyan University,Division III,Division III,Non-DI,Active Member,St. Louis Intercollegiate Athletic Conference,St. Louis Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Mount Pleasant, IA",www.iw.edu,www.iwtigers.com,255_255.apple-touch-icon.png
Central College (Iowa),Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Pella, IA",www.central.edu,www.central.edu/athletics,256_256.favicon.ico
University of Iowa,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Iowa City, IA",hawkeyesports.com,www.uiowa.edu/,257_257.322c9004-favicon.png
Grinnell College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Grinnell, IA",pioneers.grinnell.edu/,www.grinnell.edu/,258_258.site.png
Coe College,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Cedar Rapids, IA",www.coe.edu,www.coeathletics.com,259_259.site.png
Upper Iowa University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fayette, IA",www.uiu.edu/,www.upperiowaathletics.com,260_260.favicon.ico
Buena Vista University,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Master's Colleges & Universities,"Storm Lake, IA",www.bvu.edu,www.bvuathletics.com,261_261.site.png
Wartburg College,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Waverly, IA",www.go-knights.net,www.wartburg.edu,262_262.favicon.ico
Luther College,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Baccalaureate Colleges,"Decorah, IA",sports.luther.edu,www.luther.edu/,263_263.910898.png
University of Wisconsin-La Crosse,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"La Crosse, WI",www.uwlathletics.com,www.uwlax.edu,264_264.site.png
Winona State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Winona, MN",www.winona.edu/,www.winonastatewarriors.com,265_265.site.png
Saint Mary's University of Minnesota,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Winona, MN",www.saintmaryssports.com,www.smumn.edu,266_266.favicon.ico
Iowa State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Ames, IA",www.cyclones.com,www.iastate.edu,267_267.favicon.ico
Missouri Southern State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Baccalaureate Colleges,"Joplin, MO",mssulions.com,www.mssu.edu/,268_268.favicon.ico
Northwest Missouri State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Maryville, MO",www.northwestbearcats.com,www.nwmissouri.edu/,269_269.favicon.ico
Bethany Lutheran College,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Mankato, MN",www.blc.edu,www.blcvikings.com,270_270.favicon.ico
Gustavus Adolphus College,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Saint Peter, MN",www.gustavus.edu,www.gustavus.edu/athletics/,271_271.gac-icon.png
St. Olaf College,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Northfield, MN",www.stolaf.edu,www.stolaf/athletics.edu,272_272.favicon.ico
Martin Luther College,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Special Focus Schools,"New Ulm, MN",mlcknights.com/index.aspx,www.mlc-wels.edu,273_273.site.png
Southwest Minnesota State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Marshall, MN",www.smsu.edu,www.smsumustangs.com,274_274.site.png
Hamline University,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"St. Paul, MN",www.hamline.edu,www.hamline.edu/athletics/,275_275.site.png
